stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,operator
8220DB000381,381,St John's Church,,53.3243237661065,-6.21237419337667,,,,,dublin_bus
8220DB000385,385,Newgrove Avenue,,53.332351,-6.211228,,,,,dublin_bus
8220DB000387,387,Sandymount,,53.332499,-6.215741,,,,,dublin_bus
8220DB000388,388,Farney Park,,53.334509,-6.21848,,,,,dublin_bus
8220DB000389,389,Star of the Sea,,53.33529,-6.219634,,,,,dublin_bus
8220DB000390,390,Tritonville Road,,53.3376299137845,-6.2222394793377,,,,,dublin_bus
8220DB000391,391,Saint Brendan's Cottages,,53.340064,-6.223925,,,,,dublin_bus
8220DB000392,392,Ringsend Village,,53.341734,-6.227415,,,,,dublin_bus
8220DB000393,393,Tritonville Road,,53.336904,-6.222375,,,,,dublin_bus
8220DB000395,395,Ringsend Road,,53.34194,-6.235277,,,,,dublin_bus
8220DB000396,396,Grand Canal Quay,,53.342442,-6.239476,,,,,dublin_bus
8220DB000397,397,Pearse Square,,53.342786,-6.242015,,,,,dublin_bus
8220DB000398,398,Erne Street,,53.3432949350358,-6.24547844686789,,,,,dublin_bus
8220DB000399,399,Pearse Street,,53.343867,-6.248309,,,,,dublin_bus
8220DB000400,400,Shaw Street,,53.344849,-6.25339,,,,,dublin_bus
8220DB000403,403,Nassau Street,,53.342714,-6.256706,,,,,dublin_bus
8220DB000404,404,Nassau Street,,53.342663,-6.256348,,,,,dublin_bus
